58 , 20
57 , 20
56 , 20
55 , 20
55 , 21
55 , 22
55 , 23
56 , 23
57 , 23
58 , 23
58 , 24
58 , 25
59 , 25
59 , 26
60 , 26
61 , 26
62 , 26
63 , 26
63 , 25
63 , 24
64 , 24
64 , 23
65 , 23
66 , 23
66 , 22
66 , 21
66 , 20
65 , 20
65 , 19
64 , 19
64 , 18
64 , 17
64 , 16
64 , 15
63 , 15
63 , 14
62 , 14
61 , 14
60 , 14
59 , 14
58 , 14
57 , 14
56 , 14
55 , 14
54 , 14
53 , 14
53 , 15
53 , 16
53 , 17
53 , 18
53 , 19
53 , 20
52 , 20
52 , 21
52 , 22
52 , 23
52 , 24
52 , 25
53 , 25
53 , 26
54 , 26
55 , 26
56 , 26
57 , 26
57 , 27
58 , 27
58 , 28
59 , 28
59 , 29
60 , 29
61 , 29
62 , 29
63 , 29
64 , 29
64 , 28
64 , 27
65 , 27
65 , 26
66 , 26
66 , 25
67 , 25
68 , 25
68 , 24
69 , 24
69 , 23
69 , 22
69 , 21
69 , 20
68 , 20
68 , 19
67 , 19
67 , 18
66 , 18
66 , 17
65 , 17
65 , 16
65 , 15
65 , 14
65 , 13
65 , 12
64 , 12
64 , 11
63 , 11
62 , 11
61 , 11
60 , 11
59 , 11
58 , 11
57 , 11
56 , 11
55 , 11
54 , 11
53 , 11
52 , 11
51 , 11
51 , 12
50 , 12
50 , 13
50 , 14
50 , 15
50 , 16
50 , 17
50 , 18
50 , 19
50 , 20
50 , 21
49 , 21
49 , 22
49 , 23
49 , 24
49 , 25
49 , 26
50 , 26
50 , 27
51 , 27
51 , 28
52 , 28
53 , 28
54 , 28
55 , 28
56 , 28
56 , 29
57 , 29
57 , 30
58 , 30
58 , 31
59 , 31
59 , 32
60 , 32
61 , 32
62 , 32
63 , 32
64 , 32
65 , 32
65 , 31
66 , 31
66 , 30
66 , 29
67 , 29
67 , 28
68 , 28
68 , 27
69 , 27
70 , 27
70 , 26
71 , 26
71 , 25
72 , 25
72 , 24
72 , 23
72 , 22
72 , 21
72 , 20
72 , 19
71 , 19
71 , 18
70 , 18
70 , 17
69 , 17
69 , 16
68 , 16
68 , 15
68 , 14
68 , 13
68 , 12
67 , 12
67 , 11
67 , 10
67 , 09
66 , 09
65 , 09
65 , 08
64 , 08
63 , 08
62 , 08
61 , 08
60 , 08
59 , 08
58 , 08
57 , 08
56 , 08
55 , 08
54 , 08
53 , 08
52 , 08
51 , 08
51 , 09
50 , 09
49 , 09
49 , 10
48 , 10
48 , 11
47 , 11
47 , 12
47 , 13
47 , 14
47 , 15
47 , 16
47 , 17
47 , 18
47 , 19
47 , 20
47 , 21
47 , 22
47 , 23
47 , 24
47 , 25
47 , 26
47 , 27
47 , 28
48 , 28
48 , 29
49 , 29
49 , 30
50 , 30
51 , 30
52 , 30
53 , 30
53 , 31
54 , 31
55 , 31
55 , 32
56 , 32
56 , 33
57 , 33
57 , 34
58 , 34
59 , 34
59 , 35
60 , 35
61 , 35
62 , 35
63 , 35
64 , 35
65 , 35
66 , 35
66 , 34
67 , 34
67 , 35
67 , 36
67 , 37
66 , 37
65 , 37
65 , 38
64 , 38
63 , 38
62 , 38
61 , 38
60 , 38
59 , 38
58 , 38
58 , 39
57 , 39
56 , 39
55 , 39
54 , 39
53 , 39
52 , 39
51 , 39
50 , 39
49 , 39
48 , 39
48 , 38
48 , 37
47 , 37
46 , 37
45 , 37
44 , 37
43 , 37
42 , 37
41 , 37
40 , 37
39 , 37
38 , 37
37 , 37
37 , 36
36 , 36
35 , 36
34 , 36
33 , 36
32 , 36
31 , 36
30 , 36
29 , 36
28 , 36
27 , 36
26 , 36
25 , 36
24 , 36
23 , 36
22 , 36
22 , 35
21 , 35
21 , 34
20 , 34
19 , 34
19 , 33
18 , 33
17 , 33
17 , 32
17 , 31
17 , 30
17 , 29
17 , 28
16 , 28
15 , 28
14 , 28
13 , 28
12 , 28
11 , 28
10 , 28
10 , 27
10 , 26
10 , 25
10 , 24
10 , 23
10 , 22
10 , 21
09 , 21
08 , 21
07 , 21
07 , 20
07 , 19
06 , 19
05 , 19
04 , 19
03 , 19
02 , 19
01 , 19
00 , 19
00 , 20
